address,distance,review_count,ratings,chain,city,lat,long
1,41.4166255,2,4,1,4,37.31917728,-121.8270416
2,36.16624889,1,4,15,3,37.34866,-121.94616
2,38.01693245,1,4,1,4,37.36970208,-121.8453674
1,46.82846227,1,3.5,1,4,37.236431,-121.804763
1,36.56439913,1,4,1,4,37.3879799,-121.8588819
1,42.11606381,1,4,1,4,37.29956,-121.84016
1,37.89888278,3,3.5,4,4,37.31947562,-121.947621
1,36.66599427,1,3.5,1,3,37.31128821,-122.023624
1,42.67810203,2,3.5,2,4,37.30615468,-121.8105193
2,42.44370387,1,4,1,4,37.30864716,-121.8134613
1,43.92736972,1,4,1,4,37.24970814,-121.8792868
1,35.65200847,2,3.5,8,4,37.38753,-121.88725
2,39.76887971,4,4.5,1,4,37.33133611,-121.8573819
2,35.79301111,2,3.5,15,4,37.387508,-121.882934
1,38.61097709,2,3.5,8,4,37.29234201,-121.9887444
2,42.38861169,1,4,2,4,37.30907459,-121.8144266
1,42.5106746,1,4,1,4,37.309508,-121.809918
2,37.86486351,1,4,1,4,37.37201899,-121.8461253
1,35.4802383,2,3.5,1,3,37.34594004,-121.979152
1,41.17792019,2,4,6,4,37.30303748,-121.8646013
1,41.36540831,1,3.5,3,4,37.32103523,-121.825406
1,35.94789392,3,4.5,1,2,38.32387,-122.30711
4,34.19654767,1,3.5,1,2,38.2991692,-122.2852838
4,34.02438044,9,4,1,2,38.29671,-122.28328
2,34.17489909,2,3,1,2,38.29883405,-122.2864587
2,25.20894272,1,3.5,1,2,38.16897553,-122.2543058
1,26.30884876,1,2.5,25,2,38.18488777,-122.2536975
1,35.15575322,1,3.5,1,1,38.29141438,-122.4580584
4,26.03852892,1,2.5,1,2,38.18098,-122.25395
5,23.76963779,1,4,1,3,38.14808826,-122.2529962
1,29.24964987,2,4.5,1,3,38.215523,-122.143181
1,29.92618668,1,3.5,1,3,38.2219399,-122.12513
2,25.29042556,1,3.5,1,2,38.17015,-122.25411
0,72.99136488,1,3.5,1,1,38.67463,-121.50861
2,22.89040424,3,4,1,3,37.69838055,-121.8741244
1,22.72513015,1,4.5,1,3,37.658818,-121.898176
1,23.21542101,1,4,1,4,37.70319896,-121.8658621
1,21.59822647,1,3.5,1,3,37.69288,-121.90177
4,23.70517283,1,4,16,3,37.6659099,-121.87418
2,23.96990335,2,3.5,18,4,37.7038018,-121.8511682
1,18.85609257,1,4,1,4,37.7222341,-121.9419009
4,23.79102888,1,4,3,3,37.661346,-121.87506
1,19.86446398,1,4,15,4,37.7103899,-121.92744
2,19.66763319,2,3.5,2,4,37.703959,-121.9342246
1,20.12667486,1,3.5,25,3,37.69565444,-121.9293179
2,22.90909593,1,2.5,1,3,37.69956,-121.87326
2,22.86808758,1,3,1,3,37.69948196,-121.8740845
1,22.89968327,1,4,1,3,37.6905054,-121.8774678
1,19.31791458,1,3.5,18,2,37.73021,-121.93009
1,18.68969074,1,4,16,2,37.7241,-121.94435
5,22.69794271,2,3.5,2,4,37.70480597,-121.8751506
5,22.6279313,1,2.5,25,4,37.705825,-121.876084
1,24.37729092,1,4,1,3,37.669658,-121.858772
1,21.28339503,1,4,1,3,37.6994,-121.9048344
2,23.92737798,1,4,1,4,37.70495645,-121.8515379
5,20.82129512,1,4,1,4,37.70438024,-121.9115549
5,22.68742453,2,4,2,4,37.704566,-121.87545
1,23.88679241,1,3,1,3,37.65223,-121.8786
2,22.90909593,1,3.5,2,3,37.69956,-121.87326
2,23.95520464,1,4,1,4,37.70372106,-121.8514805
1,19.90655699,2,4,1,4,37.71085847,-121.9264197
1,20.03974055,1,3,1,3,37.6946294,-121.931563
1,23.31925402,4,4.5,1,3,37.67718,-121.87578
5,22.18563311,1,3,1,4,37.70402563,-121.8853284
5,22.66849406,1,4,1,4,37.7045784,-121.8758087
1,22.73847506,2,4,1,4,37.70801,-121.8731
1,22.65593192,5,3.5,1,4,37.70463675,-121.8760264
1,24.55345403,1,2.5,1,2,37.69805074,-121.8422487
2,22.88027453,2,3,1,3,37.69946264,-121.8738575
1,19.98794672,1,4,4,4,37.70584,-121.92709
5,22.7398848,2,3.5,1,4,37.70619,-121.87379
5,22.63502064,1,3,1,4,37.70515,-121.87622
1,19.80682798,2,4,1,4,37.710269,-121.92861
1,23.20814954,2,4,1,4,37.70314172,-121.8660247
5,22.68739735,1,3,1,4,37.70456696,-121.8754501
2,19.60776988,7,4,1,4,37.70506,-121.93487
2,19.65551104,1,3.5,1,4,37.7056511,-121.9336583
1,19.26198456,1,3.5,1,2,37.72938919,-121.9314423
2,21.56791325,4,3.5,3,3,37.54772,-122.0466
1,20.35886968,1,3.5,1,2,37.5866448,-122.0201868
2,21.25907285,3,4,2,3,37.5508,-122.0509
2,24.18206677,1,4,3,3,37.52314,-122.00792
1,20.12481475,2,4.5,1,2,37.58956283,-122.0224927
1,23.8963474,1,4.5,1,4,37.54360179,-121.9840611
1,24.15517749,1,4,1,3,37.5282308,-122.0002458
5,23.64239059,1,3,1,4,37.54616995,-121.9874015
1,24.17854425,1,3.5,9,3,37.52365871,-122.0071447
2,18.32866932,1,3.5,9,2,37.59146031,-122.0711114
2,24.60261606,1,4.5,1,3,37.52181699,-121.9973665
5,20.30110586,2,4.5,1,4,37.57511876,-122.0388597
2,20.28862944,2,4,1,2,37.58905851,-122.0187637
5,20.79673823,2,4,1,4,37.570362,-122.0318791
1,26.24498396,3,3.5,2,4,37.50466,-121.97634
1,20.85447765,2,4,6,1,37.50274025,-122.2569802
8,22.23811886,2,4.5,1,3,37.48395094,-122.2326535
2,13.74521909,1,3.5,18,3,37.67314354,-122.0820344
1,12.90766899,1,4.5,1,2,37.69609642,-122.078565
1,13.054552,1,3.5,1,3,37.66601881,-122.108395
1,25.52480836,1,4,15,3,37.445381,-122.160994
2,22.03673631,1,4,3,3,37.487118,-122.229624
2,13.74578146,1,4,1,3,37.67370701,-122.0813971
2,34.66667313,2,4,2,3,37.33715042,-122.0403525
2,35.24277387,3,4,4,3,37.33611592,-122.0158903
6,35.91366215,3,3.5,4,3,37.32323843,-122.0229497
6,36.09736879,1,3.5,5,3,37.3223943,-122.0167496
2,35.25269463,1,4.5,7,3,37.3362175,-122.0151378
2,35.29273662,3,4,1,3,37.33564843,-122.0149567
6,36.10449425,4,3,1,3,37.3243651,-122.0105533
2,36.33669085,1,3.5,1,3,37.31361,-122.03263
1,33.61298199,1,4.5,1,3,37.35065,-122.04962
1,33.42029106,1,4.5,7,3,37.36189,-122.02454
1,35.60632329,1,3.5,1,3,37.32449874,-122.0340782
1,34.48512971,1,4.5,8,3,37.33929,-122.04255
6,36.13907162,3,3.5,1,3,37.32324132,-122.0122615
6,36.12440758,1,4,1,3,37.32328,-122.01283
8,33.33088988,1,4,15,3,37.36235728,-122.0272561
6,36.08969421,1,3,1,3,37.32439893,-122.0111383
2,36.16959776,1,3.5,1,3,37.3162384,-122.0325089
1,38.48978146,1,4,1,1,37.29165,-121.99636
8,30.68258152,1,4.5,2,3,37.38565,-122.08442
8,34.81122858,1,4,9,3,37.35198771,-121.9912302
8,35.0996145,1,4,1,3,37.35297,-121.97705
2,30.2639889,1,3.5,9,3,37.3934799,-122.07956
1,31.49097179,1,4,1,3,37.3723,-122.08801
1,30.21939278,3,3.5,1,3,37.39417106,-122.0795488
1,32.58105411,1,3.5,1,3,37.3813699,-122.00808
2,36.98885125,3,3.5,3,4,37.30358094,-122.0324032
1,37.42955896,4,4,1,4,37.31496321,-121.9780952
1,32.35785204,2,3.5,9,3,37.37631755,-122.0313259
6,36.06468487,2,4,1,3,37.32251774,-122.0179255
1,31.78482738,1,4.5,1,3,37.38788224,-122.0245363
1,31.38540578,2,3.5,1,3,37.37704052,-122.0766833
1,32.66285093,1,3.5,1,3,37.39287521,-121.9773912
2,36.78761554,1,3.5,3,4,37.3065639,-122.0328361
1,33.3389046,1,3.5,1,3,37.3822051,-121.9761898
2,36.89261914,2,3.5,1,4,37.30529,-122.03167
1,32.77574723,2,3.5,3,3,37.3882893,-121.9835596
1,36.12953771,1,4,1,3,37.3503116,-121.9438457
6,35.41231684,1,3,25,3,37.32349,-122.047397
8,35.06993587,1,4,1,3,37.35177231,-121.9811935
1,29.82747746,1,4,1,2,37.68077,-121.74804
1,30.59581969,1,4.5,1,2,37.71191015,-121.7233515
1,27.99308407,1,4,1,2,37.6761475,-121.7851107
2,28.63679806,1,4,1,2,37.68074799,-121.7708359
1,19.05761214,1,3,18,2,37.77495331,-121.9240737
1,28.66572319,2,4,1,2,37.68,-121.77058
1,30.42909621,1,3.5,1,2,37.71817566,-121.7248083
1,27.99629085,1,4,3,2,37.6783516,-121.7841207
2,24.42280041,1,4,1,4,37.55669328,-121.9524483
2,24.42656784,1,4,1,4,37.556529,-121.952556
1,19.24112719,1,4,1,1,37.7986554,-121.9187406
1,25.35715142,1,4,1,4,37.532729,-121.95934
1,17.18573465,1,4,4,2,37.76241772,-121.9609002
1,28.90006374,1,4.5,1,3,37.40681096,-122.1069847
2,30.25439957,1,3,3,3,37.3936615,-122.0794449
4,25.55298587,1,3.5,18,3,37.44451,-122.16337
1,29.15541762,2,3.5,1,3,37.40298286,-122.1067611
1,30.26614968,2,3,6,3,37.39379,-122.07839
2,26.73271773,1,4.5,9,3,37.434085,-122.129446
1,32.58098486,2,4,9,4,37.42868,-121.91132
2,32.63500606,1,3.5,2,4,37.4341782,-121.9007438
2,32.84721752,2,3.5,18,4,37.42074041,-121.9166489
1,32.7455047,1,4,1,4,37.42649015,-121.9099963
1,33.73312454,1,4.5,1,4,37.41280998,-121.9029776
1,32.66544416,1,4,7,4,37.42747066,-121.9107824
1,34.52465946,1,4,1,4,37.414925,-121.875899
2,31.11046824,2,3.5,2,4,37.4558077,-121.9111928
1,31.85804239,1,3.5,2,4,37.4464966,-121.9040161
2,31.13225251,1,3.5,1,4,37.45518875,-121.9115219
2,35.5534436,1,3.5,18,4,37.3973732,-121.8736877
2,32.7502126,1,3.5,1,4,37.42246495,-121.9166735
2,34.59859735,1,4,1,4,37.40685,-121.88672
1,35.50755375,1,3,1,4,37.38431592,-121.8974417
2,35.79484176,2,4.5,1,4,37.38638815,-121.8848032
2,32.9533673,2,3.5,3,4,37.419465,-121.915568
1,34.38668597,1,3.5,1,4,37.416848,-121.8768983
1,33.21631296,1,3.5,9,4,37.433926,-121.884259
1,33.38414195,2,3,4,3,37.39530359,-121.9465407
2,32.85328449,2,4,1,4,37.420773,-121.916405
1,34.41770653,1,2.5,25,4,37.41787518,-121.874393
1,32.60729016,1,4.5,2,4,37.40931386,-121.9452192
1,34.39106368,1,4,1,4,37.41684595,-121.8767741
8,22.19436215,1,4,1,3,37.48460421,-122.2324271
2,22.06990614,1,4,1,3,37.4868,-122.22766
2,22.09638264,1,4,9,3,37.48616013,-122.2307402
4,25.47572437,1,4.5,1,3,37.4461057,-122.1610267
8,25.98411172,1,3.5,1,3,37.438632,-122.160532
1,25.59120667,1,4,1,3,37.44413,-122.16237
1,25.56945914,1,3.5,1,3,37.4446106,-122.1615448
4,25.39876039,2,4.5,1,3,37.44752,-122.15965
8,27.89361472,1,3.5,1,3,37.41643,-122.13004
1,31.24770972,1,3.5,25,3,37.39007619,-122.0421847
1,25.61819181,4,4,1,3,37.44387547,-122.1615958
1,21.74851048,1,3,25,3,37.49179319,-122.2241925
1,25.56481394,4,3.5,1,3,37.444682,-122.161533
4,25.39438989,4,3.5,2,3,37.447555,-122.159804
1,23.33628528,1,4,1,3,37.46868,-122.224
4,25.36781176,1,4,4,3,37.4480657,-122.159221
1,25.53235687,1,3.5,1,3,37.44447184,-122.1652222
1,32.12171534,1,3.5,1,1,37.36046729,-122.096757
1,26.59370819,1,3.5,1,1,37.42398,-122.19693
4,30.61779466,1,3.5,1,1,37.3783798,-122.1170197
4,25.40564031,3,3.5,1,3,37.44719696,-122.1607819
2,22.09163646,1,5,1,3,37.4868656,-122.2234133
2,28.06114335,1,3.5,1,3,37.41883,-122.1099
2,22.06363535,1,4,1,3,37.48674829,-122.2293601
1,33.41545041,1,5,2,3,37.35338,-122.05071
1,26.73854681,1,3.5,1,1,37.42624934,-122.1670675
1,28.09715257,3,3.5,1,3,37.42031097,-122.1023483
1,30.13988285,1,2,1,3,37.39098377,-122.0952941
1,29.14172373,2,3.5,1,3,37.4015599,-122.1132477
2,22.13521154,1,4,1,3,37.48575022,-122.2288349
8,25.16099537,1,3.5,1,1,37.4483544,-122.1743768
1,26.75801952,1,2.5,1,1,37.42537175,-122.1705437
1,34.5602066,2,4,1,3,37.35172645,-122.0025056
1,31.87957736,1,3.5,1,3,37.3973885,-121.9967194
1,32.39176944,2,3.5,1,3,37.3761834,-122.0301825
6,37.60834787,1,3.5,15,3,37.32551,-121.94462
8,34.80077794,1,2.5,1,3,37.35158639,-121.9927015
8,34.79847649,3,3.5,2,3,37.35156815,-121.9928447
1,32.72559822,1,4.5,1,3,37.38919,-121.98339
6,37.58817851,1,2.5,1,3,37.32603649,-121.9441652
1,36.12670111,2,3.5,1,3,37.3503848,-121.9437883
8,8.617638557,1,3.5,3,1,37.64925515,-122.4295569
8,12.68656214,2,4.5,1,2,37.594114,-122.384605
1,10.52017844,3,4.5,1,1,37.622566,-122.410942
1,15.415986,2,4,1,4,37.5671988,-122.3253964
2,14.3211312,1,4,7,2,37.5773026,-122.3486125
8,8.619296336,2,4,3,1,37.6492265,-122.4302143
2,14.22913113,2,4,4,2,37.57943796,-122.345903
4,15.63240753,2,4,9,4,37.564318,-122.3238431
4,15.61029619,1,4,1,4,37.5649713,-122.3228903
1,11.27794521,1,4,1,2,37.61218,-122.404
1,10.18433677,1,4,1,1,37.6337492,-122.4887216
2,12.12872369,1,3.5,18,2,37.601183,-122.392173
1,14.16691788,1,5,16,2,37.5801206,-122.3468891
1,20.98853898,1,3.5,1,1,37.4702204,-122.4355691
2,11.83294419,2,4,3,2,37.60484094,-122.3972783
4,15.4765124,1,3.5,8,4,37.5667191,-122.3239517
1,8.702678569,1,3.5,9,1,37.649195,-122.4530236
4,17.76032405,1,3.5,5,4,37.54447331,-122.2850522
1,15.50240533,2,4,9,4,37.5665365,-122.3232678
4,15.42988375,1,4,3,4,37.56741,-122.32407
1,15.6630684,1,3.5,3,4,37.56413,-122.32294
1,17.067911,1,4,4,2,37.55735314,-122.2747423
4,17.7347662,1,4,1,4,37.54489899,-122.2850236
2,17.93831001,1,3.5,3,2,37.544739,-122.271085
4,15.63617771,1,3.5,25,4,37.56436157,-122.3235245
4,15.6647996,1,3,1,4,37.5633809,-122.3251999
1,19.71448709,1,4,1,1,37.5102232,-122.2938208
1,15.34147819,1,4.5,1,4,37.5683428,-122.3254578
4,15.47609678,3,3.5,1,4,37.5669004,-122.3234145
8,21.33534474,2,4.5,1,1,37.49613,-122.2477
8,12.20467865,1,4.5,9,2,37.6003797,-122.3900105
4,15.60253219,1,4,3,4,37.5652199,-122.3225
1,17.3117341,1,4.5,1,4,37.54368,-122.30661
2,14.32555991,1,3.5,25,2,37.57718759,-122.348793
1,15.53740386,3,4.5,1,4,37.5659548,-122.3233725
2,17.93686632,1,3,25,2,37.5447599,-122.27104
2,17.98170013,1,4,1,2,37.54411124,-122.270671
4,15.63835696,1,4,1,4,37.5643,-122.32361
1,15.67188162,2,3,1,4,37.56386,-122.32335
4,15.49445941,2,4,2,4,37.5665108,-122.3237287
4,15.42589117,1,4,1,4,37.5674055,-122.3242761
1,13.60744128,1,5,1,2,37.590323,-122.34142
1,10.41474184,3,3.5,1,1,37.6241,-122.41095
2,14.24023928,2,4.5,1,2,37.5793126,-122.3457401
4,15.90444663,1,4,1,4,37.56167,-122.31891
2,12.16264747,2,3,1,2,37.6007901,-122.3914315
4,15.88289631,10,4,1,4,37.5621429,-122.3185051
8,12.11595577,1,4.5,25,2,37.60147,-122.39148
1,33.96024262,1,3.5,1,3,38.26406559,-122.0502643
2,35.10342338,1,3,1,3,38.27671,-122.03353
1,40.52802407,2,4,1,2,38.33538735,-121.9546299
1,33.24332166,1,4,1,1,38.24225,-122.01803
1,33.63770424,1,2.5,25,3,38.2603729,-122.0546401
2,35.89145999,1,4,1,3,38.28901029,-122.0336866
1,17.56622373,2,4,15,3,37.9761596,-122.0336363
1,26.16074474,1,4,16,2,38.01087074,-121.868887
1,22.95657493,1,3.5,25,3,38.13408279,-122.2191544
1,32.5668749,1,4.5,1,1,37.93691471,-121.6981121
1,42.55210756,1,2.5,25,2,38.3700576,-121.961772
1,58.0985475,2,4,2,2,38.5541889,-121.7869827
5,22.18845739,1,3,6,3,38.1252569,-122.2552626
1,42.61878427,2,4.5,1,2,38.37033033,-121.9594813
1,14.20542667,1,4,2,1,38.00996,-122.270604
2,34.36344384,2,4,1,3,38.26504,-122.03314
1,58.29153248,1,4,1,2,38.5465254,-121.7607466
1,28.98055998,1,4,18,2,37.96592627,-121.7806713
4,17.30178697,1,3.5,1,3,37.97499032,-122.0388716
1,58.90362323,2,3.5,1,2,38.54076552,-121.7247179
1,58.83262372,2,3.5,1,2,38.5465,-121.74006
1,10.94610749,1,4,18,1,37.9547669,-122.3341669
1,17.59764679,1,3.5,1,3,37.97763755,-122.0345775
1,11.2793491,1,3.5,1,1,37.96301,-122.31987
1,33.87515699,1,3.5,1,3,38.25803,-122.03509
1,59.110434,1,3.5,8,2,38.56200038,-121.7655839
1,33.24332166,1,3.5,1,1,38.24225,-122.01803
1,58.62165399,1,3.5,1,2,38.5436287,-121.7415001
1,31.27830885,1,4.5,1,1,37.9603144,-121.7326581
1,58.61426107,1,4,18,2,38.54306072,-121.7404981
2,36.08216724,2,4,1,3,38.29174,-122.03293
1,59.22503707,1,4.5,1,2,38.56032853,-121.757063
1,58.48480845,1,3.5,1,2,38.54368611,-121.7467842
1,58.29153248,1,4,1,2,38.5465254,-121.7607466
1,34.19813593,1,3.5,5,3,38.25835783,-122.0208116
1,26.43747859,1,4.5,1,2,38.03294011,-121.8821341
1,33.95206798,1,3,1,3,38.263944,-122.050281
1,33.24332166,1,3,1,1,38.24225,-122.01803
1,18.4392967,1,4.5,1,1,38.05433393,-122.1526091
1,13.21343183,1,4,1,1,37.99527359,-122.2853317
1,30.64338636,1,3,1,1,37.946219,-121.738762
1,15.97831023,1,4.5,1,1,37.9934616,-122.1024094
1,29.17319168,1,3.5,25,2,38.00449739,-121.7999233
1,41.1805434,2,3.5,5,2,38.35398865,-121.9782486
